date,zone,egg_color,egg_size,n,channels,unit_examples
2023-02-28,Región de Valparaíso,blanco,L,21,Supermercado,$/bandeja 12 unidades
2023-02-28,Región de Valparaíso,color,L,21,Supermercado,$/bandeja 12 unidades
2023-02-28,Región de Ñuble,blanco,L,7,Supermercado,$/bandeja 12 unidades
2023-02-28,Región de Ñuble,color,L,7,Supermercado,$/bandeja 12 unidades
2023-02-28,Región del Biobío,blanco,L,18,Supermercado,$/bandeja 12 unidades
2023-02-28,Región del Biobío,color,L,18,Supermercado,$/bandeja 12 unidades
2023-02-28,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2023-02-28,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2023-03-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2023-03-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de Arica y Parinacota,blanco,L,3,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de Coquimbo,blanco,L,3,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de La Araucanía,blanco,L,27,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de La Araucanía,color,L,27,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de Los Lagos,blanco,L,20,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de Los Lagos,color,L,17,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de Valparaíso,blanco,L,29,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de Valparaíso,color,L,29,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de Ñuble,blanco,L,12,Supermercado,$/bandeja 12 unidades
2023-03-31,Región de Ñuble,color,L,12,Supermercado,$/bandeja 12 unidades
2023-03-31,Región del Biobío,blanco,L,17,Supermercado,$/bandeja 12 unidades
2023-03-31,Región del Biobío,color,L,17,Supermercado,$/bandeja 12 unidades
2023-03-31,Región del Maule,blanco,L,14,Supermercado,$/bandeja 12 unidades
2023-03-31,Región del Maule,color,L,13,Supermercado,$/bandeja 12 unidades
2023-04-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2023-04-30,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de Arica y Parinacota,blanco,L,2,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de Coquimbo,blanco,L,4,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de La Araucanía,blanco,L,22,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de La Araucanía,color,L,23,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de Los Lagos,blanco,L,14,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de Los Lagos,color,L,14,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de Valparaíso,blanco,L,24,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de Valparaíso,color,L,24,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de Ñuble,blanco,L,11,Supermercado,$/bandeja 12 unidades
2023-04-30,Región de Ñuble,color,L,10,Supermercado,$/bandeja 12 unidades
2023-04-30,Región del Biobío,blanco,L,13,Supermercado,$/bandeja 12 unidades
2023-04-30,Región del Biobío,color,L,13,Supermercado,$/bandeja 12 unidades
2023-04-30,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2023-04-30,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2023-05-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2023-05-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de Coquimbo,blanco,L,6,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de La Araucanía,blanco,L,30,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de La Araucanía,color,L,25,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de Los Lagos,blanco,L,15,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de Los Lagos,color,L,15,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de Valparaíso,blanco,L,30,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de Valparaíso,color,L,28,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de Ñuble,blanco,L,13,Supermercado,$/bandeja 12 unidades
2023-05-31,Región de Ñuble,color,L,11,Supermercado,$/bandeja 12 unidades
2023-05-31,Región del Biobío,blanco,L,16,Supermercado,$/bandeja 12 unidades
2023-05-31,Región del Biobío,color,L,15,Supermercado,$/bandeja 12 unidades
2023-05-31,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2023-05-31,Región del Maule,color,L,14,Supermercado,$/bandeja 12 unidades
2023-06-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2023-06-30,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de Arica y Parinacota,blanco,L,3,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de Coquimbo,blanco,L,4,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de La Araucanía,blanco,L,23,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de La Araucanía,color,L,22,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de Los Lagos,blanco,L,13,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de Los Lagos,color,L,12,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de Valparaíso,blanco,L,23,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de Valparaíso,color,L,23,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de Ñuble,blanco,L,10,Supermercado,$/bandeja 12 unidades
2023-06-30,Región de Ñuble,color,L,9,Supermercado,$/bandeja 12 unidades
2023-06-30,Región del Biobío,blanco,L,12,Supermercado,$/bandeja 12 unidades
2023-06-30,Región del Biobío,color,L,10,Supermercado,$/bandeja 12 unidades
2023-06-30,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2023-06-30,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2023-07-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2023-07-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de Arica y Parinacota,blanco,L,3,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de Coquimbo,blanco,L,8,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de Los Lagos,blanco,L,11,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de Los Lagos,color,L,10,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de Valparaíso,blanco,L,24,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de Valparaíso,color,L,24,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de Ñuble,blanco,L,12,Supermercado,$/bandeja 12 unidades
2023-07-31,Región de Ñuble,color,L,10,Supermercado,$/bandeja 12 unidades
2023-07-31,Región del Biobío,blanco,L,11,Supermercado,$/bandeja 12 unidades
2023-07-31,Región del Biobío,color,L,10,Supermercado,$/bandeja 12 unidades
2023-07-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2023-07-31,Región del Maule,color,L,9,Supermercado,$/bandeja 12 unidades
2023-08-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2023-08-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de Arica y Parinacota,blanco,L,5,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de La Araucanía,blanco,L,30,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de La Araucanía,color,L,30,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de Los Lagos,blanco,L,19,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de Los Lagos,color,L,15,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de Valparaíso,blanco,L,29,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de Valparaíso,color,L,28,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de Ñuble,blanco,L,14,Supermercado,$/bandeja 12 unidades
2023-08-31,Región de Ñuble,color,L,14,Supermercado,$/bandeja 12 unidades
2023-08-31,Región del Biobío,blanco,L,15,Supermercado,$/bandeja 12 unidades
2023-08-31,Región del Biobío,color,L,14,Supermercado,$/bandeja 12 unidades
2023-08-31,Región del Maule,blanco,L,13,Supermercado,$/bandeja 12 unidades
2023-08-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2023-09-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2023-09-30,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de Arica y Parinacota,blanco,L,3,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de Coquimbo,blanco,L,7,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de Coquimbo,color,L,10,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de La Araucanía,blanco,L,23,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de La Araucanía,color,L,22,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de Los Lagos,blanco,L,14,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de Los Lagos,color,L,14,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de Valparaíso,blanco,L,20,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de Valparaíso,color,L,19,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de Ñuble,blanco,L,9,Supermercado,$/bandeja 12 unidades
2023-09-30,Región de Ñuble,color,L,9,Supermercado,$/bandeja 12 unidades
2023-09-30,Región del Biobío,blanco,L,7,Supermercado,$/bandeja 12 unidades
2023-09-30,Región del Biobío,color,L,6,Supermercado,$/bandeja 12 unidades
2023-09-30,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2023-09-30,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2023-10-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2023-10-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de Coquimbo,blanco,L,10,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de Los Lagos,blanco,L,14,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de Los Lagos,color,L,15,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de Valparaíso,blanco,L,23,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de Valparaíso,color,L,23,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de Ñuble,blanco,L,11,Supermercado,$/bandeja 12 unidades
2023-10-31,Región de Ñuble,color,L,11,Supermercado,$/bandeja 12 unidades
2023-10-31,Región del Biobío,blanco,L,11,Supermercado,$/bandeja 12 unidades
2023-10-31,Región del Biobío,color,L,11,Supermercado,$/bandeja 12 unidades
2023-10-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2023-10-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2023-11-30,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2023-11-30,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de Arica y Parinacota,blanco,L,5,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de Coquimbo,blanco,L,11,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de La Araucanía,blanco,L,30,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de La Araucanía,color,L,30,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de Los Lagos,blanco,L,16,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de Los Lagos,color,L,17,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de Valparaíso,blanco,L,27,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de Valparaíso,color,L,27,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de Ñuble,blanco,L,13,Supermercado,$/bandeja 12 unidades
2023-11-30,Región de Ñuble,color,L,14,Supermercado,$/bandeja 12 unidades
2023-11-30,Región del Biobío,blanco,L,13,Supermercado,$/bandeja 12 unidades
2023-11-30,Región del Biobío,color,L,13,Supermercado,$/bandeja 12 unidades
2023-11-30,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2023-11-30,Región del Maule,color,L,14,Supermercado,$/bandeja 12 unidades
2023-12-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2023-12-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de Coquimbo,blanco,L,8,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de Los Lagos,blanco,L,14,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de Los Lagos,color,L,12,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de Valparaíso,blanco,L,23,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de Valparaíso,color,L,23,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de Ñuble,blanco,L,9,Supermercado,$/bandeja 12 unidades
2023-12-31,Región de Ñuble,color,L,9,Supermercado,$/bandeja 12 unidades
2023-12-31,Región del Biobío,blanco,L,9,Supermercado,$/bandeja 12 unidades
2023-12-31,Región del Biobío,color,L,10,Supermercado,$/bandeja 12 unidades
2023-12-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2023-12-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2024-01-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2024-01-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de Coquimbo,blanco,L,9,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de La Araucanía,blanco,L,29,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de La Araucanía,color,L,28,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de Los Lagos,blanco,L,15,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de Los Lagos,color,L,15,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de Valparaíso,blanco,L,29,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de Valparaíso,color,L,29,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de Ñuble,blanco,L,14,Supermercado,$/bandeja 12 unidades
2024-01-31,Región de Ñuble,color,L,14,Supermercado,$/bandeja 12 unidades
2024-01-31,Región del Biobío,blanco,L,11,Supermercado,$/bandeja 12 unidades
2024-01-31,Región del Biobío,color,L,11,Supermercado,$/bandeja 12 unidades
2024-01-31,Región del Maule,blanco,L,14,Supermercado,$/bandeja 12 unidades
2024-01-31,Región del Maule,color,L,13,Supermercado,$/bandeja 12 unidades
2024-02-29,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2024-02-29,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de Coquimbo,blanco,L,4,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de Los Lagos,blanco,L,14,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de Los Lagos,color,L,13,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de Valparaíso,blanco,L,23,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de Valparaíso,color,L,23,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de Ñuble,blanco,L,11,Supermercado,$/bandeja 12 unidades
2024-02-29,Región de Ñuble,color,L,10,Supermercado,$/bandeja 12 unidades
2024-02-29,Región del Biobío,blanco,L,11,Supermercado,$/bandeja 12 unidades
2024-02-29,Región del Biobío,color,L,11,Supermercado,$/bandeja 12 unidades
2024-02-29,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2024-02-29,Región del Maule,color,L,10,Supermercado,$/bandeja 12 unidades
2024-03-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2024-03-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de Coquimbo,blanco,L,8,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de Los Lagos,blanco,L,16,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de Los Lagos,color,L,16,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de Valparaíso,blanco,L,22,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de Valparaíso,color,L,21,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de Ñuble,blanco,L,10,Supermercado,$/bandeja 12 unidades
2024-03-31,Región de Ñuble,color,L,10,Supermercado,$/bandeja 12 unidades
2024-03-31,Región del Biobío,blanco,L,11,Supermercado,$/bandeja 12 unidades
2024-03-31,Región del Biobío,color,L,11,Supermercado,$/bandeja 12 unidades
2024-03-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2024-03-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2024-04-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2024-04-30,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de Coquimbo,blanco,L,6,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de Los Lagos,blanco,L,16,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de Los Lagos,color,L,14,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de Valparaíso,blanco,L,24,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de Valparaíso,color,L,24,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de Ñuble,blanco,L,11,Supermercado,$/bandeja 12 unidades
2024-04-30,Región de Ñuble,color,L,11,Supermercado,$/bandeja 12 unidades
2024-04-30,Región del Biobío,blanco,L,10,Supermercado,$/bandeja 12 unidades
2024-04-30,Región del Biobío,color,L,10,Supermercado,$/bandeja 12 unidades
2024-04-30,Región del Maule,blanco,L,11,Supermercado,$/bandeja 12 unidades
2024-04-30,Región del Maule,color,L,11,Supermercado,$/bandeja 12 unidades
2024-05-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2024-05-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de Coquimbo,blanco,L,6,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de Coquimbo,color,L,14,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de La Araucanía,blanco,L,30,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de La Araucanía,color,L,30,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de Los Lagos,blanco,L,17,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de Los Lagos,color,L,17,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de Valparaíso,blanco,L,29,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de Valparaíso,color,L,29,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de Ñuble,blanco,L,15,Supermercado,$/bandeja 12 unidades
2024-05-31,Región de Ñuble,color,L,14,Supermercado,$/bandeja 12 unidades
2024-05-31,Región del Biobío,blanco,L,13,Supermercado,$/bandeja 12 unidades
2024-05-31,Región del Biobío,color,L,13,Supermercado,$/bandeja 12 unidades
2024-05-31,Región del Maule,blanco,L,13,Supermercado,$/bandeja 12 unidades
2024-05-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2024-06-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2024-06-30,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de Coquimbo,blanco,L,5,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de Coquimbo,color,L,10,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de La Araucanía,color,L,23,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de Los Lagos,blanco,L,13,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de Los Lagos,color,L,13,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de Valparaíso,blanco,L,23,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de Valparaíso,color,L,23,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de Ñuble,blanco,L,11,Supermercado,$/bandeja 12 unidades
2024-06-30,Región de Ñuble,color,L,11,Supermercado,$/bandeja 12 unidades
2024-06-30,Región del Biobío,blanco,L,9,Supermercado,$/bandeja 12 unidades
2024-06-30,Región del Biobío,color,L,9,Supermercado,$/bandeja 12 unidades
2024-06-30,Región del Maule,blanco,L,11,Supermercado,$/bandeja 12 unidades
2024-06-30,Región del Maule,color,L,11,Supermercado,$/bandeja 12 unidades
2024-07-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2024-07-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de Coquimbo,blanco,L,8,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de La Araucanía,blanco,L,30,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de La Araucanía,color,L,29,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de Los Lagos,blanco,L,19,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de Los Lagos,color,L,18,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de Valparaíso,blanco,L,30,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de Valparaíso,color,L,30,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de Ñuble,blanco,L,10,Supermercado,$/bandeja 12 unidades
2024-07-31,Región de Ñuble,color,L,10,Supermercado,$/bandeja 12 unidades
2024-07-31,Región del Biobío,blanco,L,13,Supermercado,$/bandeja 12 unidades
2024-07-31,Región del Biobío,color,L,13,Supermercado,$/bandeja 12 unidades
2024-07-31,Región del Maule,blanco,L,14,Supermercado,$/bandeja 12 unidades
2024-07-31,Región del Maule,color,L,14,Supermercado,$/bandeja 12 unidades
2024-08-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2024-08-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2024-08-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2024-08-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2024-08-31,Región de Coquimbo,blanco,L,8,Supermercado,$/bandeja 12 unidades
2024-08-31,Región de Coquimbo,color,L,11,Supermercado,$/bandeja 12 unidades
2024-08-31,Región de La Araucanía,blanco,L,24,Supermercado,$/bandeja 12 unidades
2024-08-31,Región de La Araucanía,color,L,23,Supermercado,$/bandeja 12 unidades
2024-08-31,Región de Los Lagos,blanco,L,16,Supermercado,$/bandeja 12 unidades
2024-08-31,Región de Los Lagos,color,L,14,Supermercado,$/bandeja 12 unidades
